,Date,0-100,101-200,201-300,301-400,401-500,501-600,601-700,701-800,801-900,901-1000,1001-1100,1101-1200,1201-1300,1301-1400,1401-1500,1501-65535
57,2011-12-22,51.8564586627,3.93095600956,2.37559645027,1.33054603516,0.793191756914,0.962379744049,0.41571895727,0.706183019235,0.456673017415,0.451752023098,0.750644812933,0.373517702972,0.561139084109,0.799607350745,34.2356353736,0.0
58,2012-01-19,40.6955692388,3.97718046621,3.01174962282,1.23088371306,0.760477198068,1.190560173,0.491949275825,0.75799350176,0.575024395185,0.638456050889,0.832542655223,0.431283080295,0.815278530887,1.23724948931,43.3538026086,0.0
59,2012-02-16,46.1514859729,4.06103065478,3.43032959965,1.53283548848,0.815948605723,1.03555662901,0.550450713266,0.713718650153,0.530787869649,0.669165379118,0.804013279449,0.420587828928,0.806597369169,1.65087195454,36.8266200052,0.0
60,2012-03-15,46.1279499542,4.56945261704,2.11553477632,1.39465473524,0.974360954079,1.18244113656,0.516404063828,0.774514180152,0.644523254171,0.803949451328,0.920971923241,0.478150466711,0.743118043069,3.09195129722,35.6620231468,0.0
61,2012-05-17,40.2806079035,2.99135599127,1.18217345568,1.20288857522,0.691576170144,0.95778035921,0.453323317438,0.552668129337,0.443152044714,0.487811259264,0.876869685463,0.465771431838,0.706263868812,2.91325204236,45.7945057658,0.0
62,2012-06-21,40.4133135578,4.33029061561,1.43688043978,1.12055580832,0.790556041013,0.930176390281,0.552360108916,0.668153508588,0.498921766646,0.548000481805,0.993855597302,0.832727496164,0.837938915429,2.96686950548,43.0793997668,0.0
63,2012-07-19,49.1052843083,3.48994030971,1.02253646321,0.960653681813,0.747614111294,0.956137991572,0.46599249524,0.573155964415,0.535584629383,0.538649555105,0.639093954481,0.536352098667,0.817973714722,1.8781953955,37.7328353266,0.0
64,2012-08-16,42.8372852532,4.63278221585,1.10155486643,1.11066562496,0.917947417963,1.23036944318,0.476037133142,0.440639911449,0.355948353291,0.479841837232,0.853350856787,0.641731033855,0.675485752602,2.11941265891,42.1269476412,0.0
65,2012-09-20,52.8486866623,3.7644934786,1.23665619077,0.92622560626,0.915554359902,1.22806132727,0.483695090098,0.584206770971,0.58079719146,0.64230577892,0.600976682844,0.469778786368,0.81794167259,1.73088637097,33.1697340307,0.0
66,2012-10-18,50.3963893125,3.81441083041,1.5277641604,1.06597900472,0.857462850514,1.31582980829,0.616358254388,0.610780874538,0.627093342105,0.599729512283,0.57190951726,0.494136391692,0.694027982511,1.4608477666,35.3472621451,1.82466080164e-05
67,2012-11-15,68.2875078043,1.63909499385,0.771048335174,0.605168910108,0.495473757988,0.446395838737,0.378378393875,0.291037974161,0.322219206392,0.666800312465,2.0620466743,0.266343126292,0.444349581571,1.28441878018,22.039712727,3.58363776933e-06
68,2012-12-20,65.1542799112,1.8543108962,0.869924554118,0.763587832056,0.613960035526,0.691762374185,0.380512487752,0.296680265188,0.33481444825,0.404329593828,0.986185330197,0.32891239539,0.512992217334,0.93156094239,25.8761212419,6.5474437439e-05
69,2013-01-17,48.461021751,3.23846312219,1.4848571005,1.12087848752,0.727279857467,0.991643708925,0.59525241929,0.467544690723,0.494924638299,0.565555158443,1.04715821635,0.481757545454,0.681373287379,1.44022802363,38.2020619929,0.0
